Cluster_Label,Count,Recency,Frequency,Monetary
I,2298,-0.4048227756571549,-0.34456136055631786,-0.38911451938087044
II,1042,-0.6087481605655182,0.8576062309279537,1.0703064400256002
III,1353,1.3502069057388373,-0.6874490470719599,-0.6413988757534207
IV,310,-0.8459084570814019,2.671918950386621,2.086253335241752
